voter_name,voter_id,voter_url,voter_role,voter_nationality,voter_gender,poll_category,voter_title,film_count,voter_comments
Petra Seliskar,1127,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1127,Director,Slovenia,Female,directors poll,Okno,10,This is harder then I thought. Documentaries are my first love but there are lots of films that in one way or another shaped my life at certain periods.
Geneviève Sellier,584,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/584,academic,France,Female,critics poll,"Professor, Film Studies, Université Michel de Montaigne – Bordeaux 3; Membre de l’Institut Universitaire de France",10,"All those ten films, American and French, propose very acute explorations of female experiences, desires, sufferings and attempts at emancipation. Most are made by male filmmakers but the most recent is a woman’s film: The Milk of Human Kindnes by Dominique Cabrera, a French female filmmaker."
John Semley,475,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/475,critic,Canada,Male,critics poll,"Film critic, the AV Club, Cinema Scope, Slant",10,
Rada Sesic,179,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/179,critic,The Netherlands/Bosnia and Herzegovina,Female,critics poll,"Film critic; lecturer; curator and programer, Rotterdam International Film Festival",10,
Farai Sevenzo,944,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/944,Director,Zimbabwe,Male,directors poll,Rwendo; Africa Dreaming,10,"If film is a language then cinema is its most elegant form of expression – and I think the cinematic practitioners on my list are very eloquent. Like everyone else, I’m sure, I found ten too meagre a sum to cram everything there is of influence in cinema’s rich reservoirs. My reasons for my top ten are a mixture of identification, art, poetry and emotional impact."
Girish Shambu,572,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/572,critic,US,Male,critics poll,Blogger,10,
Jasper Sharp,499,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/499,critic,UK,Male,critics poll,"Author; editor, Midnight Eye; festival director, Zipangu Fest, London, UK",10,
Rebecca Shatwell,172,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/172,programmer,UK,Female,critics poll,"Director, AV Festival",10,"This is a list of films that have shaped my view of cinema. I can vividly recall the time and place each film was watched: eight of the films were seen in a cinema (the best place for film), and three were in the presence of the directors at amazing venues like Gloria Kino in Kassel and, more locallym at Tyneside Cinema and Star & Shadow Cinema in Newcastle. The list covers a range of approaches and styles across independent cinema and artist film, including structural, optical, documentary, fiction and the magical.
13 Lakes was my first Benning experience and got me hooked on his sublime and witty work, showing how film and sound can expand beyond the cinematic frame.
The features Wanda and A Woman Under the Influence both brilliantly show desperation, loneliness and the fate of strong female leads, both playing the roles of an American housewife and mother in the 1970s, set against the backdrop of industrial and societal change.
Scorpio Rising and The Angelic Conversation are both, in their different ways, cinematic dream worlds, focusing on desire, magic and ritual, and with incredible soundtracks that make them iconic of their eras (1950s and 1960s pop, and 8190s electronic music by Coil).
Blight is also about spirits, the spirits of previous inhabits of demolished houses around the M11 in east London. Reality is fictionalised through editing, making this one of the most powerful films about contemporary British society and displacement.
The subversion of traditional documentary techniques is also at the root of Melancholia, an epic eight-hour feature that needs time and space to unfold its complex story about trauma, identity and revolutionary survival in contemporary Philippines. Melancholia changes our expectations of political film.
Fate and In Vanda’s Room are also, in their different ways, films about the dispossessed and hidden inhabitants of society. These pre- and post-millennium films show European collective anxiety through the stories of immigrants and survivors, while the urban landscape around them collapses.
Dresden Dynamo is a great example of an optical film, and importantly is the one film on the list not to be made with a camera. Created using Letraset on clear celluloid, the sound is completely synchonised, extending the image into the sound frame.
"
Steven Shaviro,83,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/83,critic,US,Male,critics poll,"DeRoy professor, English, Wayne State University",10,
Chris Shepherd,912,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/912,Director,UK,Male,directors poll,Dad's Dead; Bad Night for the Blues,10,"Midnight Cowboy: This was the last film my mother saw in the cinema before she brought me up. She never got the chance to go to the pictures once I appeared on the scene. She raved about it and indeed she had very good taste. This classic skips between deep emotion and comedy like a reflex action. Heart breaking, funny and mind-blowing. It has epic cinematography while having the common touch. It’s maybe my favourite film of all time."
Peter Shepotinnik,197,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/197,programmer,Russia,Male,critics poll,"Programmer, Moscow International Film Festival; presenter of his own TV program",10,"Sherlock Jr. is a still baffling example of a rare mastery of film language, which seemingly serves purely genre purposes and thus is unaware of its own innovative mission.
City Lights is one of the highlights of film history, where lofty classical melodrama happily coexists with brilliant humour.
As artistically vibrant as ever, La grande illusion, a saga about an eternal war to which humanity doomed itself, is remarkable for its peaceful and poetic intonation and a sarcastic philosophical message. 
With amazing insight and stylistic perfectionism, Severe Young Man managed to convey the emasculated essence of the Stalinist epoch, when reality was no more than a chain of rituals performed by lifeless sculpture-like homunculuses.
A genre experiment taken to the heights of brilliant absurdity, North by Northwest is a direct forebear of the postmodernist scorn of the classical purity of genres.
8 ½ plunged the viewer into endless labyrinths of the creative process and put an end to Euclidian notions of linear film narrative.
John Cassavetes. The web of human relations is reproduced by shrewd John Cassavetes in Husbands with the meticulous precision of a micro-surgeon.
The masterpiece Long Farewell nearly vanished into the vaults of banned movies. Outwardly it is a mere family drama, but in essence it is a whimsical, aggressively egocentric poetic pronouncement.
The most personal of Andrey Tarkovsky’s movies, in The Mirror he found a poetic equivalent for the verses of his father Arseny Tarkovsky and convinced the world of the immortality of the great Russian artistic tradition.
Niki and Flo is a severe and unsentimental farewell to the unrealised socialist utopia that anticipated the Romanian New Wave of the first decade of the 21st century.
And another ten; Storm Over Asia by Vsevolod Pudovkin; Dead At Night by Alberto Cavalcanti and Others; High Noon by Fred Zinnemann; Mogambo by John Ford; Le Mépris by Jean Luc Godard; Blow-Up by Michelangelo Antonioni; July Rain by Marlen Khutsiev; The Conversation by Francis Ford Coppola; Yellow Submarine by George Dunning; My Friend Ivan Lapshin by Alexey German; Timecode by Mike Figgis."
Shinji Aoyama,1167,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1167,Director,Japan,Male,directors poll,Eureka; Sad Vacation,10,"I always want to remember that movies are made out of the joy of the replica. The fascination of movies is not their realism, but how to enjoy the ‘real’. In that sense, I always have Faust in my mind as I face a movie, make a movie, and talk about a movie."
Keith Shiri,433,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/433,programmer,UK,Male,critics poll,"Curator, founder, director, Africa at the Pictures",10,
Graham Shirley,563,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/563,archivist,Australia,Male,critics poll,"Historian; Senior Curator, National Film & Sound Archive of Australia",10,
Cate Shortland,907,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/907,Director,Australia,Female,directors poll,Somersault; Law,10,
Michael Sicinski,303,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/303,critic,US,Male,critics poll,"Critic, Cinema Scope, Cineaste; Academic, University of Houston",10,"As is so often the case in compiling a list such as this, the inclusions are joyous and celebratory. It’s the exclusions that are truly agonising. Suffice to say, a few key figures from cinema history were right on the bubble, and some were in fact inside The Ten in early drafts. So where does the actual list come from? The ten films I selected not only exemplify a cross-section of the medium’s finest achievements – each of them represents the inscription of a space, whether through camera movement, dialectical montage, community ethos, the fixed frame, the porosity of the open frame across a given duration, or some combination thereof. Each filmmaker employs light and movement to register a unique, phenomenologically inhabitable world. To me, this is cinema at its essence."
Dāvis Sīmanis,930,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/930,Director,Latvia,Male,directors poll,The Dark Deer; Boy,10,
Nico Simon,252,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/252,programmer,Belgium,Male,critics poll,"CEO of Utopia Group of Cinemas
Exhibitor (arthouse & mainstream)
Vice President of Europa Cinémas",10,"My choice is very personal, but these are the films that made me love the art of cinema. These are only ten of the maybe 30 films that I believe are the result of work done before them and became the source of inspiration for great films that have been created after them. These are ten films I can watch over and over again and still have the pleasure of discovery."
Iain Sinclair,536,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/536,critic,UK,Male,critics poll,"Writer, Ghost Milk, Calling Time on the Grand Project, London Orbital, Hackney, That Rose-Red Empire",10,"The museum aspect of pretending to select the ‘ten greatest films of all time’ is surely redundant. I have combined the strategic short-termism of films that are feeding current projects with memory landscapes from a curated past. Every entry here has a subterranean, disregarded double. But that would be another game. Ten is too few, a couple short of a set of disciples. And too many, shadows of the one, the great film yet to be made."
Jim Sinclair,484,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/484,programmer,Canada,Male,critics poll,"Executive and artistic director, Pacific Cinémathèque, Vancouver",10,"At the end of the day, I had to apply the weeping-in-my-chair test: all of these sublime films are uncommonly endowed with moments – of audacity, of emotional potency, of perfection – that make me weep with awe and sheer joy at their exhilarating artistry and power. And (the ultimate test) in each case that lachrymose aesthetic force can be reliably counted on to get stronger with every repeated viewing. Which isn’t to say that Battleship Potemkin, The Magnificent Ambersons or 8½ – or Bergman, Scorsese or, gosh, Wong or Apichatpong – were easily excluded. Nor am I at all certain that including Malick’s so far, so gobsmacking Tree of Life isn’t entirely premature. (I have to confess to loving Tree’s ‘merciful dinosaur’ scene, but it remains to be determined whether it has anything like the staying power of Kane’s Mr Bernstein recollecting that young woman in a white dress on the Jersey ferry.)"
Mark Sinker,341,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/341,critic,UK,Male,critics poll,Writer; editor,10,"There are films that matter historically. There are films that mark what all the world agrees is greatness. And there are films that do something you hadn’t seen before, that catch at you and divert you and teach you something you didn’t know: a performance, a move, a feel, a sound, a view, a device. It might be small (it may not). Perhaps it eats through expectation at an odd angle, in a film you anticipated nothing from. Glenn Anders, giggly, perverse and sweaty in Shanghai. The vast, grindingly gorgeous whole-cloth mythology in Pirates III, with the franchise figurines chirruping like ghosts in front of it. Milla Jovovich’s breakneck teenage martyrdom in Messenger, and why the hard-bitten French army is captivated by it. In Rawlinson, the treacle-black surreal concentrate of the history of British comic writing and performance. Walken cracking up in Communion, jerkily hallucinating a silly-weird story of alien abduction that his family prefers to the notion of his being badly mad (as in fact do we). The anti-noir daylight ambience of modern evil in The Long Goodbye, and the innocent, incorruptible drift of Elliott Gould’s honesty, his near-passive soft-shoe refusal. Sometimes other people get it (Police Story, Maborosi); sometimes everyone does (Eraserhead, The Thing)."
Neil Sinyard,263,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/263,academic,UK,Male,critics poll,"Film writer; professor, department of Film Studies, University of Hull",10,"These are ten films from favourite directors that ignited my love of the cinema and that I can watch over and over in the expectation of finding something fresh and breathtaking every time. A subtext to my selection is the soundtrack. Some of them feature scores from giants of composing (Herrmann, Moross, Rota, Rozsa et al) at their creative peak, a reminder that one of the many wonders of the movies is the music it inspires."
Erik Skjoldbjærg,940,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/940,Director,Norway,Male,directors poll,Insomnia; Prozac Nation,10,
Ali Smith,826,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/826,critic,UK,Female,critics poll,"Novelist: The Accidental, There But For The",10,I am in mourning for the so many films all crowding behind this ten. I may have nightmares for weeks.
Anna Smith,799,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/799,critic,UK,Female,critics poll,Freelance writer; broadcaster; Vice Chair of The Critics’ Circle Film Section,10,
Gavin Smith,586,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/586,critic,US,Male,critics poll,"Editor, Film Comment ",10,
Paul Julian Smith,220,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/220,academic,UK/US,Male,critics poll,"Distinguished professor, Graduate Center, CUNY, New York",10,
Tim J Smith,52,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/52,academic,UK,Male,critics poll,"Lecturer, Psychological Sciences, Birkbeck, University of London",10,"My list of the ten greatest films of all time is populated by films I consider ‘great’ for a variety of reasons.
Some of the films listed significantly changed the landscape of international filmmaking due to technological or stylistic innovation: Citizen Kane, Man with a Movie Camera, Battleship Potemkin and Toy Story (an odd grouping, I know). Citizen Kane combined several technical innovations (eg deep focus, experimental editing techniques) with an entertaining and politically charged narrative that has continued to enthral viewers today. Man With a Movie Camera demonstrated the artistic power of editing in silent film just before sound came and ruined everything. It took at least another 40 years for Hollywood to catch up with Dziga’s experiments from the 1920s. Battleship Potemkin is the most widely watched example of Eisenstein’s dialectical montage films, which challenged the Hollywood style of constructing a film and instead demonstrated the potential for film to create new ideas from the juxtaposition of images. Toy Story may seem like an odd companion to these other two films, but I would argue that it represents as significant a technological leap forward for film. Lasseter’s experiment in computer animation could have remained simply a tech demo, but his passion for classic Disney animation and ability to imbue the simplest characters with emotion meant that he paved the way for CG animation to be the dominant form of animation today.
Other films in my list are there simply because I believe their directors have had a monumental impact on film history, though I can only afford to nominate one of their movies each. Psycho, Blue Velvet and 2001 are in this category; I am torn between nominating them or Rear Window/Vertigo (Hitchcock), Elephant Man/Lost Highway (Lynch), and The Shining/A Clockwork Orange (Kubrick). I also decided to include Psycho, as I believe the horror film genre needs to be represented due to my own personal passion for horror films and their growing influence on mainstream cinema. While some horror purists may argue with whether Psycho classes as a thriller or a horror film, I believe its impact on both genres cannot be understated. And it still scares the willies out of me today!
My list also includes the films that have had the greatest impact on me as a film viewer and on my research into the psychology of film. Wong Kar-wai’s Chungking Express had a huge impact on me when I watched it as a teen. I had never before seen a film so stylish, so immediate, so foreign and so intriguing. Kar-wai’s cool Asian sensibility has had a direct influence on Quentin Tarantino, whose work I also decided to represent with Pulp Fiction. While Reservoir Dogs was his initial shot-in-the-head to Hollywood, Pulp Fiction demonstrated a skill at narrative and characterisation that raised his craft beyond pure shock and into the realms of the great filmmakers. If only all his imitators could replicate Tarantino’s deft touch. Similar mastery of narrative has to be attributed to the Coen Brothers. I would love to include several of their films for their ability to tell funny, engrossing stories in stylish and technically innovative ways. As I can only include one, I chose The Big Lebowski because it is the perfect end-of-the-evening film and always makes me laugh so hard I squirt White Russian out of my nose."
Kazuhiro Soda,1019,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1019,Director,Japan/US,Male,directors poll,Campaign; Mental,10,
Eloísa Solaas,636,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/636,programmer,Argentina,Female,critics poll,"Film programmer, Buenos Aires Independent Film Festival (BAFICI)",10,"I chose only some of the many films that made me feel that cinema is a living thing.
From the impact of the gestures in the bright screen of Joan of Arc to other fine, subtle gestures and elegant movements in the daring and dark of Scarface; from the long and fascinating escape in North by Northwest to the mysterious space and time quotidian of La Notte; from the beautiful explosion of Flaming Creatures to the brilliant dialogues in a simultaneously ironic and sensitive presentation of social melodrama in Palomita Blanca; from the fundamental essay masterpiece Nuit et Bruillard to the deep thesis on memory in film of Histoire(s) du cinéma. From a beautiful black and white of Sicilia! and every word pronounced by its magnificent characters to, finally, Road to Nowhere, an extraordinary mise en abîme which surpasses the limits of every fiction, even those this side of the screen."
Jason Solomons,501,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/501,critic,UK,Male,critics poll,"Chairman, London Film Critics’ Circle",10,"Going through the eras seemed as good a way as any when filtering the jewels of film history. Cinema and the world it reflects is constantly evolving, so my list traces what I feel are the best films of their times. But mainly, it’s because these are films that, even now, viewed from a different century, feel as fresh, experimental, relevant, beautiful and thrilling as they must have been when audiences first saw them. Only now we can also call them timeless, and surely that’s the trick of great art – to remain astonishing. These ten films are so brilliant to me that as soon as I see even one scene from them, I have to drop everything – my jaw included – and watch, in thrall to the story and how the director is telling it."
Fernanda Solórzano,616,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/616,critic,Mexico,Female,critics poll,Film critic,10,"On the two most recent entries: with The Matrix, what seemed to be a fad has become a film-history landmark, both technologically and for so effectively tapping the zeitgeist.
Non-linear narratives had already been explored in film, but Lynch took the form to a different and unique level in Mulholland Dr."
Sion Sono,1171,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1171,Director,Japan,Male,directors poll,The Room; Otaku ,10,
David Sorfa,671,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/671,academic,UK,Male,critics poll,"Senior lecturer, Film Studies, Liverpool John Moores University",10,
Mohamed Soueid,279,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/279,critic,Lebanon,Male,critics poll,Writer and independent filmmaker,10,
Igor Soukmanov,530,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/530,critic,Belarus,Male,critics poll,"Film critic; program director, Minsk International Film Festival",10,"My list doesn’t include masterpices by Orson Wells (Citizen Kane), Jean Renoir (La règle du jeu), and Alfred Hitchcock (Vertigo), but I find it fair to skip them in my personal top ten because the majority of the poll participants will obviously vote for them. I have put on my list films that are both pleasure and torment for my sense and sensibility."
Richard Sowada,159,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/159,programmer,Australia,Male,critics poll,"Head of film programs, Australian Centre for the Moving Image",10,"Apocalypse Now is complex, random and visionary. Everything about it is miraculous. It’s also a brilliant film to project. I’ve seen projectionists ride the fantastic sound like an engineer would ride levels of a live band.
Gimme Shelter is the most brilliant example of how a film can become the history – however singular the viewpoint… And it rocks!
The Good, The Bad and The Ugly features funny, excellent performances, line after line of quotable dialogue and brilliant music and scope.
The Thin Blue Line is a great experimental film. No character captions, no context – but a fuller, more well-defined story is hard to find. Morris makes the audience work really hard, but not one drop of sweat is raised. And the comic-book colour!
Atomic Café is a brilliant commercial messing of experimental found footage and the great traditions found in films such as Frank Capra’s Why We Fight. Shock Pop.
12 Angry Men – what a great cast and brilliant script. Gripping and true.
Triumph of the Will still chills. So enormous in its scope and muscle, it’s a monument to the sheer power of cinema, the ease with which people can be led and what we can become. It’s simply overwhelming in its insights into human nature. Cinema as a weapon has never had a bigger payload.
The General is full of innocence and quiet humanity. It just makes me cry with joy every time I see it.
Night of the Living Dead is still a constant inspiration for me in low-budget filmmaking – and my kids love it.
Bicycle Thieves shows how shattering a film can be. Completely unforgettable."
Götz Spielmann,959,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/959,Director,Austria,Male,directors poll,Revanche; Antares,10,"To me, selecting ten films considered ‘all-time best’ seems almost presumptuous, bearing in mind the enormous abundance and wealth this art form has created. Detaching myself from this dilemma, I make a very personal selection. It contains those films which have most radically amplified my understanding of the boundless opportunities of story-telling in cinema. And it is about my very personal moments of happiness in cinema."
Michael Sragow,302,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/302,critic,US,Male,critics poll,"Film critic, the Baltimore Sun, the New Yorker",10,
Kate Stables,437,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/437,critic,UK,Female,critics poll,Film critic,10,
Janet Staiger,504,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/504,academic,US,Female,critics poll,William P. Hobby Centennial Professor of Communication at University of Austin Texas,10,
Chuck Stephens,714,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/714,critic,US,Male,critics poll,"Film critic, Cinemascope, Criterion",10,
David Sterritt,670,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/670,critic,US,Male,critics poll,"Critic; academic; Chair, National Film Critics Association, US; editorial board, Film Quarterly Books; criterion contributor,Tikkun / Tikkun.org",10,"Although this list is a snapshot of one moment in my long movie life, most of the films have recurred frequently in my best-ever lists, and each has become an integral part of how I think and feel. Long may they flourish in film culture(s) everywhere"
Brad Stevens,755,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/755,critic,UK,Male,critics poll,Film critic; film author; Sight & Sound contributor,10,"These are the ten films I would rescue from a fire. I would also like to rescue Hellman’s Two-Lane Blacktop, Peckinpah’s Pat Garrett & Billy the Kid, Welles’ Citizen Kane, Hitchcock’s Vertigo, Minnelli’s Some Came Running, Dylan’s Renaldo & Clara, Cassavetes’ The Killing of a Chinese Bookie, Antonioni’s La Notte, Pabst’s Pandora’s Box, Lynch’s Inland Empire, Cammell/Roeg’s Performance, Iosseliani’s Adieu, Plancher des Vaches!, Villaverde’s Water and Salt, Yang’s That Day, on the Beach and Tsai’s Vive L’Amour."
Isabel Stevens,525,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/525,critic,UK,Female,critics poll,"Production editor, Sight & Sound",10,
Isabelle Stever,976,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/976,Director,Germany,Female,directors poll,Deutschland 09 - 13 kurze Filme zur Lage der Nation,10,
Clare Stewart,710,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/710,programmer,UK,Female,critics poll,Head of exhibition BFI,10,"My list is led by emotion. These are the films to which I return, the films that make my heart sing, that have transformed my perception of cinema and what it can be. Films that make me want to dance with the thrill of being alive and having cinema to prove it (and the top three all have liberating solo dance sequences: Dorothy Malone, Leslie Cheung, Denis Lavant!). 
This list will be different tomorrow (when it will include The Night of the Hunter, Cleo from 5 to 7, Safe, Hunger, The Shop Around the Corner and Leone, Fassbinder, Ceylan, Woo and July. Lurking in the shadows of this list (and tomorrow’s) are a great many beloved films, but today I feel like giving a nod to four short films that almost made the list: Lois Weber and Phillips Smalley’s Suspense; La Jetée; Sadie Benning’s If Every Girl Had a Diary and – as the perfect ode to cinema itself – Guy Maddin’s The Heart of the World."
Heather Stewart,548,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/548,programmer,UK,Female,critics poll,"Creative director, BFI",10,
Whit Stillman,1197,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1197,Director,US,Male,directors poll,Metropolitan; The Last Days of Disco,10,
Ruben Östlund,1155,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1155,Director,Sweden,Male,directors poll,Involuntary; Play,10,
Francine Stock,601,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/601,critic,UK,Female,critics poll,"Writer; broadcaster; presenter, The Film Programme, BBC Radio 4",10,"These films have been chosen for their technical brilliance and vision and their evocation of consciousness in relation to physical, economic or social forces. Even if they are comic or fantastical, these films make us question even as we recognise"
Lóránt Stőhr,385,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/385,critic,Hungary,Male,critics poll,"Film critic; assistant professor, University of Drama and Film, Budapest",10,"It’s not easy to confine our favourites to only ten movies, so I decided to focus on those movies that completely changed how we look at the cinema"
Pablo Stoll,1103,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1103,Director,Uruguay,Male,directors poll,Whisky; 25 Watts,10,Rio 40 gradus: Few times has cinema portrayed so beautifully the core of a city.
Rod Stoneman,144,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/144,academic,Ireland,Male,critics poll,"Professor, School of Film and Digital Media Huston, Med Film Factory",10,"The selection, like that I made in 1992, delights in diversity and range, although the ancient provenance of most of the films chosen may indicate an increasing detachment from contemporary cinema."
Audrius Stonys,890,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/890,Director,Lithuania,Male,directors poll,The Earth of the Blind; The Flight over Lithuania or 510 Seconds of Silence,10,The ten-film list is very clear for me. These films are part of my life.
David Stratton,669,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/669,critic,UK/Australia,Male,critics poll,Broadcaster; film critic,10,
Peter Strickland,1122,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/1122,Director,UK,Male,directors poll,Katalin Varga; Berberian Sound Studios,10,"I love each of these ten films for different reasons, but what they have in common is the power to invoke awe, no matter how many times I see them. When in need of something other than awe, I would"
Chris Stults,720,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/720,programmer,US,Male,critics poll,"Associate curator, film/video, Wexner Center for the Arts, Columbus, Ohio",10,"Distilling cinema’s history down to ten films becomes more arduous (and even cruel) with each passing decade. There’s no way to create a perfectly balanced list of ten films that represents and encompasses all that cinema is capable of. The portrait of cinema represented by any list of ten is going to be severely constrained. For example, on my list, Vertov stands in for the rich and vital traditions of experimental film and documentary (which are deserving of their own lists and canons – or to be more fully incorporated into this poll). There are a myriad of unforgivable omissions on my own list. But thankfully cinema is much messier and diverse than any list of ten films could ever indicate."
Drake Stutesman,651,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/651,critic,UK,Female,critics poll,Editor Framework Journal,10,
Richard Suchenski,158,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/158,academic,US,Male,critics poll,"Assistant professor, Film and Electronic Arts, Bard College",10,Editor's note: Stan Brakhage's Visions in Meditation is in fact a series of four different films (and therefore technically ineligible as a single vote under our rules  – but this one slipped through). The four films are: 
Vlastimir Sudar,19,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/19,critic,Serbia/UK,Male,critics poll,"Film critic, Sight & Sound; professor of film history and theory, University of the Arts London; filmmaker",10,"After Life gently reveals the most seductive aspect of narrative cinema: it enables us to relive moments that are irretrievably gone. And at the end of our lives, we all get to be film directors. 
Close-Up completely obliterates the boundary between fiction and documentary in order to turn the most seductive aspect of cinema upside down. And it also shows how solemn and painful it can be (to want) to be a filmmaker.
Mirror, an attempt at a cinematic autobiography, ends up as a story about the main character’s relationship with himself. If – following the usual method of film watching – we identify with the protagonist, then the film becomes a meditation on our own relationship with ourselves: narrative cinema brought full circle to its point zero. 
 Although The Girl Chewing Gum is a short film, this Oberhausen winner humorously reveals filmmaking and film directing as a ridiculously preposterous endeavour.
Camera Buff reveals filmmaking as a process entangled in a deeply complex moral maze, in which it is not always easy to maintain one’s sanity. The filmmaker ends up as a devastated and lost loser.
If the world of theatre stands in in Opening Night for that of film – which would not be much of an interpretational stretch in this gem directed by the most independent of all the American filmmakers – then the lives of those making them is hell, with only thin but blissful possibilities of redemption. 
Numéro deux is an unprecedented attempt by an acclaimed director to begin his career again, employing video long before anyone else – a filmmaker trying to find himself through his work.
Mulholland Dr. thrives effortlessly on the idea that films can reverse time and turn interpretations upside down, while its filmmaker character is a lost, self-obsessed arse.
I Even Met Happy Gypsies proves that cinema can reveal things that up to that point had been unseen. It portrays a marginalised group constantly watching and squabbling over a television set – an ersatz world that appears to be better then their reality.
Arnulf Rainer is a short, structuralist documentary that reduces cinema to four of its basic elements – light, dark, silence, noise – thus easily demonstrating that there is beauty in film apart from narrative and representation, which are here completely eliminated. Film solipsism at its best, defeating all of the above."
Per Sundfeldt,208,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/208,critic,Sweden,Male,critics poll,"Editor,
Library of the Swedish Film Institute",10,
Chung Sung-ill,713,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/713,critic,Korea,Male,critics poll,"Film critic, Cinema_Digital_Seoul Film Festival",10,
Catherine A. Surowiec,736,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/736,critic,UK,Female,critics poll,"Editor, Journal of Film Preservation",10,"This was an interesting exercise, and one that can be endlessly played according to various parameters and contexts. Greatness is always relative. These films have been chosen for diverse reasons; I could watch them over and over, and still see something new every time. The bottom line is something that strikes a chord within us, and survives countless viewings. There were many candidates, with variants per category. The list could easily have been different, taking into account representatives of genre, decade, technical expertise and creative talents behind and in front of the camera. My list comprises old cinematic friends who have stood the test of time and have enriched my life for years"
Anocha Suwichakornpong,879,https://www2.bfi.org.uk/films-tv-people/sightandsoundpoll2012/voter/879,Director,Thailand,Female,directors poll,Graceland; Mundane History,10,
